,PID,book-rank,book-link-href,Name,Author,Category,Price,Rating-number,Sold-number
153,50072452,Phổ biến,https://tiki.vn/lau-dai-bay-cua-phap-su-howl-tai-ban-2020-p50072452.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.50072452,Lâu Đài Bay Của Pháp Sư Howl (Tái Bản 2020),Diana Wynne Jones,Sách văn học,90100.0,41.0,188.0
154,97605334,Phổ biến,https://tiki.vn/sach-giao-khoa-bo-lop-5-sach-bai-tap-bo-11-cuon-2021-p97605334.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.97605334,Sách Giáo Khoa Bộ Lớp 5 - Sách Bài Tập (Bộ 11 Cuốn) (2021),Bộ Giáo Dục Và Đào Tạo,Sách Giáo Khoa - Giáo Trình,99600.0,228.0,1000.0
155,48592472,Phổ biến,https://tiki.vn/combo-truyen-tranh-song-ngu-viet-anh-cho-be-12-tap-p48592472.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.48592472,Combo Truyện Tranh Song Ngữ Việt - Anh Cho Bé (12 Tập),"Sirilak Rattanasuwaj,",Sách thiếu nhi,144000.0,125.0,486.0
156,81323246,Phổ biến,https://tiki.vn/90-20-30-90-bai-hoc-vo-long-ve-y-tuong-va-cau-chu-ban-den-trang-p81323246.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&spid=81323247&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.81323247,90-20-30 90 Bài Học Vỡ Lòng Về Ý Tưởng Và Câu Chữ (Bản Đen Trắng),Huỳnh Vĩnh Sơn,Sách kinh tế,136500.0,422.0,1000.0
157,36727163,Phổ biến,https://tiki.vn/nguoi-nam-cham-tai-ban-2019-p36727163.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.36727163,Người Nam Châm (Tái Bản 2019),Jack Canfield & DD.Watkins,Sách kinh tế,55250.0,186.0,790.0
158,66619715,Phổ biến,https://tiki.vn/vi-tu-si-ban-chiec-ferrari-tai-ban-p66619715.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.66619715,Vị Tu Sĩ Bán Chiếc Ferrari (Tái Bản),Robin Sharma,Sách kỹ năng sống,78400.0,39.0,175.0
159,96750999,Phổ biến,https://tiki.vn/de-yen-cho-bac-si-hien-nhat-ky-covid-p96750999.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.96750999,"Để Yên Cho Bác Sĩ ""Hiền"" - Nhật Ký Covid",BS. Ngô Đức Hùng,Sách Y Học,88740.0,28.0,86.0
160,76013378,Phổ biến,https://tiki.vn/storytelling-with-data-ke-chuyen-thong-qua-du-lieu-cuon-cam-nang-huong-dan-truc-quan-hoa-du-lieu-p76013378.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.76013378,Storytelling With Data - Kể Chuyện Thông Qua Dữ Liệu (Cuốn Cẩm Nang Hướng Dẫn Trực Quan Hóa Dữ Liệu),Cole Nussbaumer Knaflic,Sách kinh tế,254400.0,953.0,1000.0
161,860788,Phổ biến,https://tiki.vn/harvard-bon-ruoi-sang-p860788.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.860788,Harvard Bốn Rưỡi Sáng,Xiu-ying Wei,Sách kỹ năng sống,95200.0,19.0,68.0
162,90622579,Phổ biến,https://tiki.vn/tam-ly-hoc-nghe-thuat-giai-ma-hanh-vi-p90622579.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.90622579,Tâm Lý Học - Nghệ Thuật Giải Mã Hành Vi,Trần Lộ,Sách kỹ năng sống,139500.0,,3.0
163,100466670,Phổ biến,https://tiki.vn/tam-an-at-binh-an-p100466670.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.100466670,Tâm An Ắt Bình An,Thiên An,Sách văn học,80040.0,1.0,5.0
164,27582931,Phổ biến,https://tiki.vn/how-money-works-hieu-het-ve-tien-p27582931.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.27582931,How Money Works - Hiểu Hết Về Tiền,Dịch giả Bùi Thị Quỳnh Chi,Sách kinh tế,255000.0,13.0,169.0
165,56692532,Phổ biến,https://tiki.vn/toi-tung-nghi-moi-thu-se-on-khi-tro-thanh-nguoi-lon-tang-kem-1-bookmark-p56692532.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.56692532,Tôi Từng Nghĩ Mọi Thứ Sẽ Ổn Khi Trở Thành Người Lớn (Tặng Kèm 1 Bookmark),"Kim Haenam,",Sách kỹ năng sống,69400.0,1688.0,1000.0
166,85763211,Phổ biến,https://tiki.vn/hay-khien-tuong-lai-biet-on-vi-hien-tai-ban-da-co-gang-het-minh-tang-kem-01-bookmark-p85763211.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.85763211,Hãy Khiến Tương Lai Biết Ơn Vì Hiện Tại Bạn Đã Cố Gắng Hết Mình (Tặng Kèm: 01 Bookmark),Bạch Tô,Sách kỹ năng sống,81180.0,57.0,158.0
167,3241171,Phổ biến,https://tiki.vn/hai-so-phan-tai-ban-p3241171.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.3241171,Hai Số Phận (Tái Bản),Jeffrey Archer,Sách văn học,155000.0,111.0,308.0
168,36363381,Phổ biến,https://tiki.vn/sao-chung-ta-lai-ngu-p36363381.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.36363381,Sao Chúng Ta Lại Ngủ,Matthew Walker PhD,Sách kỹ năng sống,199200.0,143.0,629.0
169,11194588,Phổ biến,https://tiki.vn/hoang-tu-be-tai-ban-2019-p11194588.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.11194588,Hoàng Tử Bé (Tái Bản 2019),Antoine De Saint-Exupéry,Sách văn học,22000.0,738.0,1000.0
170,73105037,Phổ biến,https://tiki.vn/combo-9-cuon-tap-to-tap-viet-chu-lam-quen-chu-cai-chu-so-chuan-bi-vao-lop-1-p73105037.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.73105037,Combo 9 cuốn Tập tô - Tập viết chữ - Làm quen chữ cái/chữ số (Chuẩn bị vào lớp 1),,Sách thiếu nhi,58000.0,274.0,1000.0
171,91277007,Phổ biến,https://tiki.vn/eat-clean-an-sach-song-khoe-p91277007.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.91277007,Eat Clean - Ăn Sạch Sống Khỏe,Emma Phạm,Sách Thường Thức - Gia Đình,114560.0,425.0,1000.0
172,73165394,Phổ biến,https://tiki.vn/noi-khu-rung-cham-toi-nhung-vi-sao-p73165394.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.73165394,Nơi Khu Rừng Chạm Tới Những Vì Sao,Glendy Vanderah,Sách văn học,179000.0,8.0,28.0
173,100376369,Phổ biến,https://tiki.vn/dua-con-gai-hoang-dang-hai-so-phan-phan-ii-p100376369.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.100376369,Đứa Con Gái Hoang Đàng - Hai Số Phận - Phần II,Jeffrey Archer,Sách văn học,151700.0,63.0,186.0
174,20444622,Phổ biến,https://tiki.vn/cam-nang-cau-truc-tieng-anh-p20444622.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.20444622,Cẩm Nang Cấu Trúc Tiếng Anh,Trang Anh,Sách Học Ngoại Ngữ,98000.0,169.0,788.0
175,77774625,Phổ biến,https://tiki.vn/nghe-thuat-tap-trung-nang-cao-nang-suat-toi-uu-thoi-gian-hieu-qua-bat-ngo-p77774625.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.77774625,"Nghệ Thuật Tập Trung - Nâng Cao Năng Suất, Tối Ưu Thời Gian, Hiệu Quả Bất Ngờ",Nhà tâm thần học DaiGo,Sách kỹ năng sống,71400.0,568.0,1000.0
176,12107394,Phổ biến,https://tiki.vn/barron-s-essential-words-for-the-toeic-tai-ban-p12107394.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.12107394,Barron's Essential Words For The Toeic (Tái Bản),,Sách Học Ngoại Ngữ,238000.0,44.0,185.0
177,58627102,Phổ biến,https://tiki.vn/so-tay-nha-thoi-mien-p58627102.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&spid=58627103&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.58627103,Sổ Tay Nhà Thôi Miên,Cao Minh,Sách Kiến Thức Tổng Hợp,93800.0,869.0,1000.0
178,97603996,Phổ biến,https://tiki.vn/sach-giao-khoa-bo-lop-4-sach-bai-tap-bo-11-cuon-2021-p97603996.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.97603996,Sách Giáo Khoa Bộ Lớp 4 - Sách Bài Tập (Bộ 11 Cuốn) (2021),Bộ Giáo Dục Và Đào Tạo,Sách Giáo Khoa - Giáo Trình,92400.0,361.0,1000.0
179,103550551,Phổ biến,https://tiki.vn/hung-khi-hoan-my-p103550551.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.103550551,Hung Khí Hoàn Mỹ,Higashino Keigo,Sách văn học,112000.0,177.0,698.0
180,102629318,Phổ biến,https://tiki.vn/999-la-thu-gui-cho-chinh-minh-tap-1-mong-ban-tro-thanh-phien-ban-hoan-hao-nhat-tai-ban-p102629318.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.102629318,999 Lá Thư Gửi Cho Chính Mình (*) - Tập 1 - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tái bản),Miêu Công Tử,Sách kỹ năng sống,82560.0,167.0,1000.0
181,67991602,Phổ biến,https://tiki.vn/dung-lam-viec-cham-chi-hay-lam-viec-thong-minh-p67991602.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.67991602,Đừng Làm Việc Chăm Chỉ Hãy Làm Việc Thông Minh,"Tony Schwartz,",Sách kinh tế,132000.0,67.0,268.0
182,38567500,Phổ biến,https://tiki.vn/search-inside-yourself-tao-ra-loi-nhuan-vuot-qua-dai-duong-va-thay-doi-the-gioi-tai-ban-p38567500.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.38567500,Search Inside Yourself - Tạo Ra Lợi Nhuận Vượt Qua Đại Dương Và Thay Đổi Thế Giới (Tái Bản),Chade - Meng Tan,Sách kinh tế,96000.0,92.0,530.0
183,68585576,Phổ biến,https://tiki.vn/cang-ky-luat-cang-tu-do-p68585576.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.68585576,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,Sách kỹ năng sống,87200.0,106.0,401.0
184,100347907,Phổ biến,https://tiki.vn/drama-nuoi-toi-lon-loai-nguoi-day-toi-khon-p100347907.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.100347907,Drama Nuôi Tôi Lớn Loài Người Dạy Tôi Khôn,Pương Pương,Sách văn học,94050.0,,
185,75455512,Phổ biến,https://tiki.vn/thien-quan-tu-phuc-tap-2-bia-mem-p75455512.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.75455512,Thiên Quan Tứ Phúc - Tập 2 (Bìa Mềm),Mặc Hương Đồng Khứu,Sách văn học,104300.0,701.0,1000.0
186,23433003,Phổ biến,https://tiki.vn/30-chu-de-tu-vung-tieng-anh-tap-1-p23433003.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.23433003,30 Chủ Đề Từ Vựng Tiếng Anh (Tập 1),Trang Anh,Sách Học Ngoại Ngữ,190000.0,70.0,302.0
187,95005785,Phổ biến,https://tiki.vn/sach-giao-khoa-bo-lop-8-sach-bai-hoc-bo-13-cuon-2021-p95005785.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.95005785,Sách Giáo Khoa Bộ Lớp 8 - Sách Bài Học (Bộ 13 Cuốn) (2021),,Sách Tham Khảo,149000.0,423.0,1000.0
188,92859698,Phổ biến,https://tiki.vn/tam-ly-hoc-bieu-cam-p92859698.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.92859698,Tâm Lý Học Biểu Cảm,Mã Hạo Thiên,Sách kỹ năng sống,80360.0,14.0,51.0
189,54614797,Phổ biến,https://tiki.vn/co-mot-ngay-bo-me-se-gia-di-p54614797.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.54614797,"Có Một Ngày, Bố Mẹ Sẽ Già Đi",Nhiều Tác Giả,Sách văn học,76800.0,147.0,550.0
190,97599780,Phổ biến,https://tiki.vn/sach-giao-khoa-bo-lop-4-sach-bai-hoc-bo-9-cuon-2021-p97599780.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.97599780,Sách Giáo Khoa Bộ Lớp 4 - Sách Bài Học (Bộ 9 Cuốn) (2021),Bộ Giáo Dục Và Đào Tạo,Sách Giáo Khoa - Giáo Trình,87000.0,426.0,1000.0
191,109633951,Phổ biến,https://tiki.vn/combo-8-cuon-to-mau-noi-so-thong-minh-p109633951.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.109633951,Combo 8 cuốn: Tô màu Nối số Thông minh,,Sách thiếu nhi,65000.0,123.0,658.0
192,76175424,Phổ biến,https://tiki.vn/vu-an-mang-o-nha-khach-nui-hakuba-p76175424.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.76175424,Vụ Án Mạng Ở Nhà Khách Núi Hakuba,Higashino Keigo,Sách văn học,117300.0,52.0,130.0
193,74332708,Phổ biến,https://tiki.vn/tam-quoc-dien-nghia-tron-bo-3-tap-p74332708.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.74332708,Tam Quốc Diễn Nghĩa (Trọn Bộ 3 Tập),La Quán Trung,Sách văn học,311600.0,2.0,5.0
194,55071991,Phổ biến,https://tiki.vn/combo-tron-bo-6-cuon-giao-trinh-han-ngu-p55071991.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.55071991,Combo Trọn Bộ 6 Cuốn Giáo Trình Hán Ngữ,Nhiều Tác Giả,Sách Học Ngoại Ngữ,,16.0,42.0
195,71149569,Phổ biến,https://tiki.vn/cach-kiem-loi-nhuan-18-000-tu-thi-truong-chung-khoan-trade-like-an-o-neil-disciple-p71149569.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.71149569,Cách kiếm lợi nhuận 18.000% từ thị trường chứng khoán - Trade Like An O'Neil Disciple,"Gil Morales,",Sách kinh tế,499000.0,473.0,1000.0
196,3828605,Phổ biến,https://tiki.vn/chu-be-mang-pyjama-soc-tai-ban-2018-p3828605.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.3828605,Chú Bé Mang Pyjama Sọc (Tái Bản 2018),John Boyne,Sách thiếu nhi,52600.0,669.0,1000.0
197,4327477,Phổ biến,https://tiki.vn/tap-viet-chu-han-theo-giao-trinh-han-ngu-phien-ban-moi-p4327477.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.4327477,Tập Viết Chữ Hán Theo Giáo Trình Hán Ngữ Phiên Bản Mới,The Zhishi,Sách Học Ngoại Ngữ,70400.0,46.0,237.0
198,34267257,Phổ biến,https://tiki.vn/nhan-to-enzyme-phuong-thuc-song-lanh-manh-tai-ban-2019-p34267257.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.34267257,Nhân tố Enzyme - Phương Thức Sống Lành Mạnh (Tái Bản 2019),Hiromi Shinya,Sách Y Học,71200.0,91.0,449.0
199,3071853,Phổ biến,https://tiki.vn/homo-deus-luoc-su-tuong-lai-p3071853.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.3071853,Homo Deus: Lược Sử Tương Lai,Yuval Noah Harari,Sách Lịch sử,160650.0,39.0,216.0
200,42302841,Phổ biến,https://tiki.vn/dung-ngoi-cho-chet-trong-gio-bao-tang-kem-bookmark-p42302841.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.42302841,Đừng Ngồi Chờ Chết Trong Gió Bão (Tặng Kèm Bookmark),Giang Minh,Sách kỹ năng sống,11000.0,910.0,1000.0
201,10383904,Phổ biến,https://tiki.vn/toi-la-beto-p10383904.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.10383904,Tôi Là Bêtô,Nguyễn Nhật Ánh,Sách văn học,72250.0,80.0,297.0
202,72542474,Phổ biến,https://tiki.vn/bien-nien-co-don-p72542474.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.72542474,Biên Niên Cô Đơn,Nguyễn Ngọc Thạch,Sách văn học,10000.0,2315.0,1000.0
203,78015041,Phổ biến,https://tiki.vn/hoc-vien-the-institute-stephen-king-p78015041.html?__s=ssdp&itm_medium=CPC&itm_source=tiki-reco&itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202110100600_MD_PID.78015041,Học Viện - The Institute (Stephen King),Stephen King,Sách văn học,999000.0,18.0,47.0
204,32415084,Bán chạy,https://tiki.vn/combo-2-cuon-giao-trinh-han-ngu-sach-hoc-tieng-trung-danh-cho-nguoi-viet-giao-trinh-han-ngu-tap-1-giao-trinh-han-ngu-tap-2-hoc-bang-app-mcbooks-tang-kem-bookmark-greenlife-p32415084.html?spid=104271979,Combo 2 cuốn Giáo Trình Hán Ngữ (Sách học Tiếng Trung dành cho người Việt): Giáo Trình Hán Ngữ Tập 1 + Giáo Trình Hán Ngữ Tập 2 (Học bằng App McBooks) - Tặng kèm bookmark GreenLife,Đại học Ngôn ngữ Bắc Kinh,Sách Học Ngoại Ngữ,132600.0,40.0,193.0
205,7718737,Bán chạy,https://tiki.vn/nghe-thuat-tu-duy-ranh-mach-tai-ban-p7718737.html?spid=7718738,Nghệ Thuật Tư Duy Rành Mạch (Tái Bản),Rolf Dobelli,Sách kỹ năng sống,88000.0,479.0,1000.0
206,1817629,Bán chạy,https://tiki.vn/nghe-thuat-tinh-te-cua-viec-dech-quan-tam-p1817629.html?spid=1817825,"Nghệ Thuật Tinh Tế Của Việc ""Đếch"" Quan Tâm",Mark Manson,Sách kỹ năng sống,70800.0,1460.0,1000.0
207,84970841,Bán chạy,https://tiki.vn/men-chase-women-choose-chuyen-tinh-yeu-ban-biet-duoc-bao-nhieu-p84970841.html?spid=84970842,Men Chase Women Choose - Chuyện Tình Yêu Bạn Biết Được Bao Nhiêu?,Dawn Maslar,Sách kỹ năng sống,79000.0,390.0,1000.0
208,105778968,Bán chạy,https://tiki.vn/one-punch-man-tap-22-anh-sang-p105778968.html?spid=105778969,One-Punch Man Tập 22: Ánh Sáng,"One, Yusuke Murata","Truyện Tranh, Manga, Comic",18000.0,108.0,545.0
209,105483727,Bán chạy,https://tiki.vn/on-dinh-hay-tu-do-p105483727.html?spid=105483803,Ổn Định Hay Tự Do,Trương Học Vĩ,Sách kỹ năng sống,82560.0,170.0,609.0
210,68585576,Bán chạy,https://tiki.vn/cang-ky-luat-cang-tu-do-p68585576.html?spid=68585577,"Càng Kỷ Luật, Càng Tự Do",Ca Tây,Sách kỹ năng sống,69760.0,1724.0,1000.0
211,48504524,Bán chạy,https://tiki.vn/hack-nao-1500-phien-ban-2020-p48504524.html?spid=48504525,"Hack Não 1500 - sách tự học từ vựng theo chủ đề, đi kèm App dạy phát âm của người bản xứ và 4 buổi học Livestream mỗi tuần - tự tin đọc hiểu và giao tiếp tiếng Anh, luyện siêu trí nhớ sau 50 ngày",Nguyễn Văn Hiệp (Chủ biên),Sách Học Ngoại Ngữ,425000.0,1722.0,1000.0
212,101297001,Bán chạy,https://tiki.vn/tam-ly-hanh-vi-trong-dau-tu-chung-khoan-p101297001.html?spid=101297003,Tâm Lý Hành Vi Trong Đầu Tư Chứng Khoán,James Montier,Sách kinh tế,94900.0,56.0,319.0
213,85361944,Bán chạy,https://tiki.vn/to-binh-yen-ve-hanh-phuc-tai-ban-2020-p85361944.html?spid=98186674,Tô Bình Yên Vẽ Hạnh Phúc (Tái Bản 2020),Kulzsc,Điện Ảnh - Nhạc - Họa,,432.0,1000.0
214,40774181,Bán chạy,https://tiki.vn/combo-sach-tieng-han-tong-hop-danh-cho-nguoi-viet-nam-so-cap-1-phien-ban-1-mau-p40774181.html?spid=58935279,Combo Sách Tiếng hàn tổng hợp dành cho người Việt Nam - Sơ cấp 1 (Phiên bản 1 màu),Nhiều Tác Giả,Sách Học Ngoại Ngữ,143000.0,875.0,1000.0
215,3737963,Bán chạy,https://tiki.vn/buc-xuc-khong-lam-ta-vo-can-tai-ban-p3737963.html?spid=3738175,Bức Xúc Không Làm Ta Vô Can (Tái Bản),Đặng Hoàng Giang,Sách kỹ năng sống,55250.0,526.0,1000.0
216,58213080,Bán chạy,https://tiki.vn/montessori-phuong-phap-giao-duc-toan-dien-cho-tre-0-6-tuoi-p58213080.html?spid=58213081,Montessori – Phương Pháp Giáo Dục Toàn Diện Cho Trẻ 0-6 Tuổi,Ito Mika,Sách Bà mẹ - Em bé,73300.0,111.0,671.0
217,3071853,Bán chạy,https://tiki.vn/homo-deus-luoc-su-tuong-lai-p3071853.html?spid=3072097,Homo Deus: Lược Sử Tương Lai,Yuval Noah Harari,Sách Lịch sử,,989.0,1000.0
218,53495949,Bán chạy,https://tiki.vn/lap-ke-hoach-cong-viec-theo-chu-trinh-pdca-bi-quyet-phat-trien-than-ky-cua-cac-doanh-nghiep-nhat-ban-p53495949.html?spid=53495950,Lập Kế Hoạch Công Việc Theo Chu Trình PDCA - Bí Quyết Phát Triển Thần Kỳ Của Các Doanh Nghiệp Nhật Bản,,Sách kinh tế,79980.0,431.0,1000.0
